,location,total_sqft,bath,price,bhk,encoded_loc
3673,Yeshwanthpur,1000.0,2,32.0,2,244
3674,Battarahalli,1276.0,2,45.0,2,41
3675,others,1460.0,3,70.0,3,245
3676,others,1355.0,2,95.0,2,245
3677,others,833.0,1,49.0,1,245
3678,Ramamurthy Nagar,1200.0,2,48.0,2,202
3679,Yeshwanthpur,669.0,1,36.85,1,244
3680,7th Phase JP Nagar,2200.0,4,105.0,3,8
3681,Koramangala,1594.0,3,125.0,3,153
3682,Kothanur,1790.0,3,105.0,3,155
3683,NGR Layout,1020.0,2,45.0,2,177
3684,others,1037.0,2,36.28,2,245
3685,Whitefield,1345.0,2,57.0,3,239
3686,Kodichikkanahalli,1070.0,2,43.0,2,147
3687,others,3000.0,5,270.0,4,245
3688,Yeshwanthpur,1385.0,2,76.18,3,244
3689,Kanakpura Road,1207.0,2,79.9,2,136
3690,Varthur,1140.0,2,55.5,2,231
3691,others,1220.0,2,68.0,2,245
3692,Iblur Village,3596.0,5,252.0,4,115
3693,Sarjapur  Road,1965.0,3,120.0,3,208
3694,Koramangala,1760.0,2,115.0,3,153
3695,Haralur Road,1225.0,2,70.0,2,97
3696,Marathahalli,1075.0,2,52.43,2,170
3697,Panathur,1000.0,2,68.0,2,192
3698,Yelahanka,1322.0,2,86.0,2,241
3699,Bellandur,3600.0,4,260.0,4,44
3700,AECS Layout,1045.0,2,36.58,2,11
3701,others,1545.0,3,85.0,3,245
3702,Thanisandra,1996.0,3,135.0,3,223
3703,Brookefield,1125.0,2,70.0,2,55
3704,Mysore Road,1560.0,3,115.0,3,176
3705,BEML Layout,2000.0,2,85.0,3,24
3706,Murugeshpalya,3100.0,4,310.0,4,175
3707,others,780.0,2,35.0,2,245
3708,others,1350.0,2,110.0,2,245
3709,Sarjapur  Road,2275.0,4,180.0,3,208
3710,others,1350.0,2,41.0,2,245
3711,Dasanapura,708.0,1,28.32,1,68
3712,Sarjapur  Road,1680.0,3,160.0,3,208
3713,Hoodi,1400.0,2,82.0,2,104
3714,Bellandur,1310.0,2,72.0,2,44
3715,BTM Layout,3300.0,6,165.0,6,27
3716,Electronics City Phase 1,1175.0,2,57.0,2,81
3717,Chikkalasandra,1428.0,2,80.0,3,63
3718,Whitefield,3252.0,4,280.0,4,239
3719,8th Phase JP Nagar,1080.0,2,35.0,2,9
3720,others,1200.0,2,68.0,3,245
3721,Bommasandra Industrial Area,1320.0,2,38.13,3,53
3722,others,1842.0,3,115.0,3,245
3723,Sector 2 HSR Layout,1146.0,2,55.0,2,210
3724,Rachenahalli,440.0,1,28.0,1,197
3725,Sahakara Nagar,1048.0,2,50.0,2,204
3726,Thanisandra,1801.0,3,115.0,3,223
3727,Whitefield,1150.0,2,90.0,2,239
3728,Talaghattapura,1868.0,3,120.0,3,222
3729,Begur,1445.0,2,47.1,3,42
3730,Hebbal Kempapura,1466.0,2,140.0,3,100
3731,Harlur,1730.0,3,100.0,3,98
3732,JP Nagar,3860.0,3,402.0,3,117
3733,Somasundara Palya,1185.0,2,70.0,2,216
3734,Yeshwanthpur,3027.0,4,260.0,3,244
3735,Whitefield,2400.0,4,147.0,4,239
3736,Kaval Byrasandra,1185.0,2,49.0,2,142
3737,others,1150.0,2,49.0,2,245
3738,others,2000.0,4,180.0,5,245
3739,Pai Layout,1075.0,2,35.0,2,191
3740,Hebbal,1760.0,3,123.0,3,99
3741,Banashankari,1600.0,2,63.98,2,30
3742,Haralur Road,1000.0,2,78.0,2,97
3743,7th Phase JP Nagar,1215.0,2,90.0,2,8
3744,EPIP Zone,1734.0,3,125.0,3,78
3745,Rachenahalli,1113.0,2,55.0,2,197
3746,Horamavu Banaswadi,1272.0,2,48.0,2,106
3747,Kereguddadahalli,1240.0,3,41.0,3,146
3748,Yelahanka,1100.0,2,70.0,2,241
3749,Ambalipura,896.0,2,30.13,2,14
3750,Rachenahalli,3657.0,5,220.0,4,197
3751,BTM 2nd Stage,1200.0,2,35.0,2,26
3752,Ramagondanahalli,2800.0,4,155.0,4,201
3753,Ambalipura,3500.0,3,198.0,3,14
3754,Ramamurthy Nagar,3600.0,3,150.0,3,202
3755,Sarjapur,1500.0,2,30.0,2,207
3756,others,1096.0,2,48.0,2,245
3757,others,1094.0,2,44.0,2,245
3758,others,1100.0,2,49.0,2,245
3759,Iblur Village,2987.5,5,191.0,4,115
3760,Nagarbhavi,1145.0,2,40.0,2,181
3761,Rachenahalli,1550.0,3,74.5,3,197
3762,Seegehalli,1830.0,4,82.0,3,212
3763,Hoodi,1746.0,3,84.95,3,104
3764,others,1280.0,4,115.0,4,245
3765,Kengeri,918.0,2,27.54,2,144
3766,Banashankari Stage III,1305.0,2,60.0,3,32
3767,Thigalarapalya,1207.0,2,62.0,2,224
3768,Thanisandra,1678.0,3,125.0,3,223
3769,Kaggalipura,950.0,2,50.0,2,127
3770,Ardendale,1732.46,3,92.0,3,21
3771,Attibele,1639.0,2,40.98,3,23
3772,Marathahalli,1360.0,2,103.0,2,170
3773,Malleshpalya,2592.0,4,250.0,4,168
3774,Lakshminarayana Pura,1656.0,3,150.0,3,162
3775,Sarjapur  Road,985.0,2,49.0,2,208
3776,Dodda Nekkundi,1999.0,3,135.0,3,71
3777,7th Phase JP Nagar,1050.0,2,75.0,2,8
3778,Whitefield,1440.0,2,64.0,3,239
3779,Basavangudi,1600.0,2,160.0,3,39
3780,Ramagondanahalli,1253.0,2,52.66,2,201
3781,others,1200.0,3,85.0,3,245
3782,Padmanabhanagar,1360.0,2,75.0,3,190
3783,others,1086.0,2,47.5,2,245
3784,others,1655.0,3,155.0,3,245
3785,Old Madras Road,2600.0,4,260.0,4,189
3786,Sarjapur  Road,1418.0,2,78.0,2,208
3787,Kalena Agrahara,1270.0,2,100.0,2,129
3788,others,1150.0,2,74.0,2,245
3789,Ramamurthy Nagar,600.0,3,45.0,2,202
3790,others,1440.0,3,65.8,3,245
3791,others,1200.0,2,108.0,3,245
3792,others,1200.0,2,75.0,2,245
3793,Begur Road,1410.0,2,50.06,3,43
3794,Chandapura,1200.0,5,92.0,4,59
3795,Whitefield,624.0,1,35.0,1,239
3796,Electronic City,1060.0,2,58.0,2,79
3797,Sarjapur,1917.0,3,60.0,4,207
3798,KR Puram,950.0,2,40.0,2,123
3799,Channasandra,3040.0,2,48.0,2,60
3800,BTM 2nd Stage,1250.0,3,50.0,3,26
3801,Vishwapriya Layout,1235.0,2,60.0,2,237
3802,Budigere,722.0,1,46.0,1,56
3803,Kanakpura Road,2775.0,3,165.0,4,136
3804,Sarjapur  Road,1200.0,2,93.0,2,208
3805,Bannerghatta Road,1400.0,3,68.0,3,38
3806,others,1225.0,3,60.0,3,245
3807,Marathahalli,1220.0,2,58.5,2,170
3808,Nagavarapalya,705.0,1,52.5,1,184
3809,Battarahalli,1880.0,3,94.36,3,41
3810,Yelahanka,1200.0,2,70.0,2,241
3811,others,1550.0,2,60.0,3,245
3812,Lingadheeranahalli,1893.0,3,130.0,3,163
3813,others,1650.0,3,75.0,3,245
3814,others,1113.0,2,46.0,2,245
3815,Sarjapur  Road,1586.0,3,70.0,3,208
3816,Seegehalli,4000.0,3,235.0,3,212
3817,Yelahanka New Town,1541.0,3,80.0,3,242
3818,Haralur Road,1830.0,3,101.0,3,97
3819,Kodigehalli,1200.0,2,48.0,2,149
3820,others,1800.0,2,72.0,3,245
3821,Bommasandra,1015.0,2,40.0,2,52
3822,Raja Rajeshwari Nagar,1120.0,2,37.95,2,198
3823,Hoodi,706.0,1,48.24,1,104
3824,others,1350.0,4,85.0,4,245
3825,Kanakpura Road,1900.0,3,99.0,3,136
3826,Seegehalli,3000.0,5,150.0,4,212
3827,Bisuvanahalli,1075.0,2,42.0,3,50
3828,Kanakpura Road,1290.0,2,80.0,2,136
3829,Akshaya Nagar,1200.0,2,50.0,2,13
3830,Hormavu,1150.0,2,53.11,2,107
3831,Uttarahalli,1360.0,2,61.2,3,230
3832,others,935.0,2,32.73,2,245
3833,Cox Town,1730.0,3,140.0,3,66
3834,Sarjapur  Road,1260.0,2,53.0,2,208
3835,Marathahalli,950.0,2,45.68,2,170
3836,others,2500.0,5,120.0,5,245
3837,Hegde Nagar,3216.0,5,300.0,4,101
3838,Budigere,1991.0,4,88.0,3,56
3839,Sarjapur  Road,1115.0,2,60.0,2,208
3840,Koramangala,1900.0,3,150.0,3,153
3841,Whitefield,1109.0,2,41.49,2,239
3842,Rajiv Nagar,2340.0,5,129.0,4,200
3843,9th Phase JP Nagar,1005.0,2,43.0,2,10
3844,Kengeri,416.0,1,19.5,1,144
3845,1st Phase JP Nagar,1394.0,2,100.0,2,3
3846,Harlur,2138.0,3,110.0,3,98
3847,others,1550.0,3,160.0,3,245
3848,Nagavarapalya,1300.0,3,80.0,3,184
3849,Thanisandra,1265.0,2,82.0,2,223
3850,others,1140.0,2,52.0,2,245
3851,others,1050.0,2,40.0,2,245
3852,Thanisandra,1100.0,2,48.0,2,223
3853,Varthur,1012.0,2,59.0,2,231
3854,Varthur,1600.0,4,112.0,4,231
3855,Yelahanka,1326.0,2,57.0,2,241
3856,Hebbal Kempapura,1654.0,2,85.0,3,100
3857,Chikkalasandra,1070.0,2,42.8,2,63
3858,Whitefield,1700.0,3,95.0,3,239
3859,Bhoganhalli,910.2,2,80.64,2,47
3860,Whitefield,4960.0,4,400.0,4,239
3861,Kanakapura,945.0,2,47.0,2,135
3862,Marathahalli,615.0,1,44.0,1,170
3863,Ramamurthy Nagar,1110.0,2,65.0,2,202
3864,Electronic City,1025.0,2,54.1,2,79
3865,others,1758.0,3,95.0,3,245
3866,Kaikondrahalli,1342.0,3,92.0,3,128
3867,Kalyan nagar,1800.0,3,85.0,3,131
3868,Whitefield,2928.0,4,198.0,4,239
3869,Doddathoguru,1140.0,2,32.0,2,74
3870,Raja Rajeshwari Nagar,1608.0,2,85.0,2,198
3871,Kadugodi,1645.0,2,82.0,3,125
3872,Ramamurthy Nagar,1410.0,2,56.4,3,202
3873,Harlur,1200.0,2,52.0,2,98
3874,8th Phase JP Nagar,1275.0,2,41.5,3,9
3875,others,909.0,2,40.0,3,245
3876,others,1200.0,3,85.0,2,245
3877,Kalyan nagar,1080.0,2,73.0,2,131
3878,others,1200.0,2,34.0,2,245
3879,Akshaya Nagar,1092.0,2,60.0,2,13
3880,Jalahalli,1932.0,4,135.0,3,119
3881,KR Puram,1156.0,2,72.0,2,123
3882,Bellandur,924.0,2,35.11,2,44
3883,Thubarahalli,1330.0,2,75.0,2,225
3884,Thanisandra,1917.0,4,113.0,3,223
3885,Chandapura,985.0,2,25.12,2,59
3886,Kodigehalli,655.0,1,53.0,1,149
3887,others,1800.0,3,140.0,3,245
3888,Margondanahalli,1360.0,2,45.0,4,171
3889,Bellandur,1785.0,3,118.0,3,44
3890,Hebbal,1645.0,3,120.0,3,99
3891,Gottigere,1235.0,2,63.0,2,88
3892,Anandapura,900.0,2,48.0,2,17
3893,Thanisandra,662.0,1,42.0,1,223
3894,Whitefield,1215.0,2,62.0,2,239
3895,Sarjapur  Road,1525.0,2,87.0,3,208
3896,others,1000.0,2,48.0,2,245
3897,Hebbal,1255.0,2,90.0,3,99
3898,Mysore Road,1560.0,3,120.0,3,176
3899,Kasavanhalli,2100.0,3,110.0,3,139
3900,Kodichikkanahalli,1620.0,2,85.0,3,147
3901,Marathahalli,1595.0,3,90.0,3,170
3902,others,1095.0,2,38.52,2,245
3903,9th Phase JP Nagar,835.0,2,37.0,2,10
3904,Hennur Road,2182.0,3,72.04,3,103
3905,Thigalarapalya,1418.0,2,106.0,2,224
3906,Sanjay nagar,1900.0,2,180.0,3,205
3907,BTM 2nd Stage,1070.0,2,48.0,2,26
3908,Electronics City Phase 1,755.0,1,42.41,1,81
3909,Sarjapur,2400.0,3,190.0,3,207
3910,others,3900.0,4,333.0,4,245
3911,others,2400.0,4,200.0,3,245
3912,Electronics City Phase 1,919.0,2,28.0,2,81
3913,Bannerghatta Road,1725.0,3,110.0,3,38
3914,Sarjapur  Road,1346.0,2,71.32,2,208
3915,Electronic City Phase II,1070.0,2,45.0,2,80
3916,Begur Road,1225.0,2,35.52,2,43
3917,Neeladri Nagar,640.0,1,20.5,1,185
3918,Chikkalasandra,1310.0,2,52.4,3,63
3919,Kanakapura,1190.0,2,39.0,2,135
3920,others,1645.0,3,87.5,3,245
3921,Marathahalli,1350.0,2,89.0,2,170
3922,Vittasandra,1404.0,2,68.8,2,238
3923,Electronic City,1105.0,2,35.0,3,79
3924,Dodda Nekkundi,1100.0,2,41.15,2,71
3925,Thanisandra,2100.0,4,95.0,4,223
3926,Thanisandra,1948.0,3,130.0,3,223
3927,Singasandra,1464.0,3,56.0,3,215
3928,Raja Rajeshwari Nagar,1210.0,2,45.0,2,198
3929,Yelahanka,4000.0,5,220.0,5,241
3930,others,1252.0,2,55.0,2,245
3931,others,2600.0,3,140.0,3,245
3932,7th Phase JP Nagar,1300.0,3,89.13,3,8
3933,7th Phase JP Nagar,1130.0,2,73.0,2,8
3934,Thanisandra,1690.0,3,125.0,3,223
3935,Padmanabhanagar,4500.0,4,360.0,3,190
3936,others,950.0,2,60.0,2,245
3937,Marathahalli,1020.0,2,57.0,2,170
3938,others,2107.0,4,95.0,4,245
3939,Marathahalli,1735.0,3,72.0,3,170
3940,Sarjapur  Road,915.0,2,37.0,2,208
3941,others,1450.0,3,68.0,3,245
3942,Thigalarapalya,2215.0,4,156.0,3,224
3943,others,2431.0,3,100.0,3,245
3944,Marathahalli,1600.0,3,88.0,2,170
3945,Uttarahalli,1280.0,2,75.0,2,230
3946,Hebbal,1255.0,3,77.68,3,99
3947,Hoodi,1257.0,2,69.0,2,104
3948,Raja Rajeshwari Nagar,1240.0,2,53.27,2,198
3949,Bannerghatta Road,1850.0,6,150.0,6,38
3950,Hulimavu,1255.0,2,66.0,2,112
3951,Ananth Nagar,870.0,2,36.0,2,18
3952,Tumkur Road,1789.0,3,98.0,3,228
3953,Electronic City,660.0,1,18.0,2,79
3954,others,1155.0,2,56.0,2,245
3955,R.T. Nagar,1235.0,2,65.0,2,196
3956,Yelahanka,2675.0,4,140.0,4,241
3957,CV Raman Nagar,1025.0,2,50.0,2,57
3958,Raja Rajeshwari Nagar,1395.0,2,72.0,3,198
3959,Dodda Nekkundi,1252.0,2,71.0,3,71
3960,Hennur Road,1081.0,2,30.27,2,103
3961,Haralur Road,1255.0,3,130.0,3,97
3962,Ardendale,2062.0,3,150.0,4,21
3963,Choodasandra,1220.0,3,56.0,3,64
3964,Jigani,1408.0,2,55.0,3,121
3965,Bisuvanahalli,1180.0,2,60.0,3,50
3966,Sarjapur  Road,715.0,1,29.0,1,208
3967,Sarjapur  Road,1230.0,2,94.5,2,208
3968,Kaggadasapura,1035.0,2,45.5,2,126
3969,EPIP Zone,3360.0,5,225.0,4,78
3970,Kathriguppe,1300.0,3,77.99,3,141
3971,Kanakpura Road,1100.0,3,52.97,3,136
3972,Whitefield,1216.0,2,84.0,2,239
3973,others,1450.0,2,62.63,2,245
3974,Nagavarapalya,705.0,1,57.0,1,184
3975,Gottigere,1385.0,3,64.0,3,88
3976,Anekal,1200.0,2,36.1,2,19
3977,Electronic City Phase II,1310.0,2,32.75,3,80
3978,Sarjapur  Road,1043.0,2,39.5,2,208
3979,Koramangala,1320.0,2,110.0,2,153
3980,others,1900.0,3,205.0,3,245
3981,Varthur,1140.0,2,39.9,2,231
3982,Kadugodi,1100.0,2,45.0,2,125
3983,Hebbal,1586.0,3,90.0,3,99
3984,others,1365.0,3,60.0,2,245
3985,Rajaji Nagar,1263.0,2,107.0,2,199
3986,Begur Road,1565.0,2,59.76,3,43
3987,Whitefield,2882.0,5,204.0,4,239
3988,Hennur Road,2320.0,3,170.0,3,103
3989,Sarjapur  Road,1750.0,3,99.0,3,208
3990,Kudlu,1143.0,2,55.0,2,156
3991,Hennur Road,1936.0,3,118.0,3,103
3992,Electronic City,660.0,1,15.0,2,79
3993,Chandapura,700.0,1,19.0,2,59
3994,others,1402.0,2,85.0,3,245
3995,Electronic City,1000.0,2,41.0,2,79
3996,Gottigere,1000.0,2,35.0,2,88
3997,Kengeri Satellite Town,818.0,2,26.0,2,145
3998,Bommenahalli,1680.0,3,135.0,4,54
3999,Kalyan nagar,2422.0,3,150.0,4,131
4000,Indira Nagar,1145.0,2,100.0,2,116
4001,Sarjapur  Road,1145.0,2,62.0,2,208
4002,Somasundara Palya,1575.0,3,68.0,3,216
4003,Bannerghatta Road,9000.0,4,390.0,3,38
4004,Thanisandra,1200.0,2,46.0,2,223
4005,Yelahanka,1500.0,2,63.0,3,241
4006,Ramamurthy Nagar,2560.0,4,75.0,4,202
4007,Kothanur,1583.0,3,76.1,3,155
4008,Kanakpura Road,700.0,2,34.98,2,136
4009,Bannerghatta Road,950.0,2,38.0,2,38
4010,Banashankari,1041.0,2,36.44,2,30
4011,Thubarahalli,1085.0,2,70.0,2,225
4012,Anjanapura,1070.0,2,37.0,2,20
4013,Raja Rajeshwari Nagar,1165.0,2,45.0,2,198
4014,Bommasandra,1000.0,2,35.0,2,52
4015,Horamavu Agara,1169.0,2,64.0,2,105
4016,Whitefield,1840.0,3,140.0,3,239
4017,others,1550.0,3,75.0,3,245
4018,Kaval Byrasandra,997.0,2,53.0,2,142
4019,Gunjur,1457.0,2,60.0,2,91
4020,KR Puram,1000.0,2,60.0,2,123
4021,Sarjapur  Road,1500.0,3,88.0,3,208
4022,Lakshminarayana Pura,1165.0,2,75.0,2,162
4023,Kasavanhalli,1787.0,3,123.0,3,139
4024,Raja Rajeshwari Nagar,1288.0,2,70.0,3,198
4025,Thanisandra,1430.0,2,54.11,3,223
4026,Doddathoguru,750.0,1,25.5,1,74
4027,Channasandra,1200.0,3,67.77,3,60
4028,Electronic City,1500.0,2,78.0,3,79
4029,Ambalipura,1230.0,2,66.25,2,14
4030,Marathahalli,780.0,1,55.0,1,170
4031,Bannerghatta Road,1220.0,2,80.0,2,38
4032,Kanakpura Road,1110.0,2,43.0,2,136
4033,Akshaya Nagar,1690.0,3,85.0,3,13
4034,Bannerghatta Road,1130.0,2,78.0,2,38
4035,Electronic City,1213.0,2,59.32,2,79
4036,Kengeri,900.0,2,45.0,2,144
4037,Panathur,1199.0,2,85.0,2,192
4038,others,5000.0,4,290.0,4,245
4039,Bhoganhalli,2072.5,2,111.0,4,47
4040,Uttarahalli,661.0,1,36.0,1,230
4041,Marathahalli,1710.0,3,100.0,3,170
4042,Kengeri Satellite Town,1030.0,2,50.0,2,145
4043,Marathahalli,1530.0,3,73.5,3,170
4044,Ramamurthy Nagar,1200.0,2,78.0,2,202
4045,others,2000.0,3,85.0,3,245
4046,Nagarbhavi,300.0,1,20.0,1,181
4047,Green Glen Layout,1751.0,2,115.0,3,89
4048,Panathur,1255.0,2,79.0,2,192
4049,Whitefield,1778.0,3,122.0,3,239
4050,others,1100.0,2,45.0,2,245
4051,Hennur Road,1480.0,2,65.0,2,103
4052,Marathahalli,1358.0,2,81.0,2,170
4053,Electronics City Phase 1,580.0,1,27.0,1,81
4054,Choodasandra,1197.0,2,63.0,2,64
4055,Lingadheeranahalli,1705.0,3,110.0,3,163
4056,Electronic City Phase II,1310.0,2,37.83,3,80
4057,Hoodi,1132.0,2,67.9,2,104
4058,others,814.0,2,55.0,2,245
4059,Electronic City,1575.0,3,90.0,3,79
4060,Pattandur Agrahara,1302.0,2,66.0,2,193
4061,Hegde Nagar,2006.8,4,196.0,3,101
4062,others,1100.0,2,44.0,2,245
4063,others,830.0,2,37.0,2,245
4064,others,435.0,1,19.5,1,245
4065,others,1590.0,3,120.0,3,245
4066,Electronic City Phase II,1140.0,2,33.06,2,80
4067,Kasavanhalli,1090.0,2,59.8,2,139
4068,Thanisandra,1922.0,3,106.0,3,223
4069,Thanisandra,965.0,2,67.0,2,223
4070,Mysore Road,883.0,2,40.95,2,176
4071,Electronic City Phase II,1089.0,2,32.67,2,80
4072,Babusapalaya,1358.0,2,43.1,3,28
4073,Hoodi,1108.0,2,87.0,2,104
4074,Sarjapur  Road,1190.0,2,50.0,2,208
4075,Vijayanagar,1749.0,3,117.0,3,235
4076,Kasavanhalli,1691.0,3,104.0,3,139
4077,Electronic City,1449.0,3,100.0,3,79
4078,Bommanahalli,1625.0,2,87.72,3,51
4079,Whitefield,1400.0,2,80.0,2,239
4080,Electronic City,1310.0,2,37.83,3,79
4081,others,1100.0,2,48.0,2,245
4082,others,1230.0,2,53.51,3,245
4083,Green Glen Layout,1750.0,3,130.0,3,89
4084,7th Phase JP Nagar,1450.0,3,100.0,3,8
4085,Haralur Road,1810.0,3,126.0,3,97
4086,Vittasandra,1246.0,2,62.3,2,238
4087,Brookefield,1420.0,3,85.0,3,55
4088,Old Airport Road,2658.0,5,187.0,4,188
4089,others,1450.0,2,89.6,3,245
4090,Kadugodi,1711.0,3,75.0,3,125
4091,Raja Rajeshwari Nagar,1120.0,2,37.97,2,198
4092,Kaggalipura,950.0,2,47.0,2,127
4093,Basavangudi,1560.0,2,145.0,2,39
4094,Kanakpura Road,1225.0,2,60.0,2,136
4095,others,1340.0,2,77.0,2,245
4096,Sarjapur  Road,1846.0,3,145.0,3,208
4097,Dodda Nekkundi,1155.0,2,46.0,2,71
4098,Balagere,1205.0,2,70.0,2,29
4099,Thanisandra,1140.0,2,36.0,2,223
4100,Raja Rajeshwari Nagar,1140.0,2,38.65,2,198
4101,Jalahalli East,1300.0,2,63.0,3,120
4102,Bellandur,1051.0,2,60.0,2,44
4103,Uttarahalli,1134.0,2,45.36,2,230
4104,Kodihalli,2500.0,4,260.0,3,150
4105,others,1135.0,2,32.91,2,245
4106,others,1745.0,3,77.0,3,245
4107,others,1665.0,3,105.0,3,245
4108,others,1220.0,2,48.79,2,245
4109,Kanakpura Road,1868.0,3,113.0,3,136
4110,others,2300.0,4,200.0,4,245
4111,others,1210.0,2,76.0,2,245
4112,Ambalipura,1351.0,2,77.0,2,14
4113,Hebbal,1636.0,3,119.0,3,99
4114,Attibele,418.0,1,12.0,1,23
4115,Bannerghatta,2370.0,4,195.0,3,37
4116,others,1100.0,2,46.0,2,245
4117,7th Phase JP Nagar,1350.0,3,58.0,3,8
4118,Marathahalli,1290.0,2,52.0,2,170
4119,Bommasandra Industrial Area,1220.0,2,35.23,3,53
4120,Sarjapur  Road,1846.0,3,155.0,3,208
4121,Hegde Nagar,1847.0,3,135.0,3,101
4122,Hoodi,1430.0,2,110.0,2,104
4123,Attibele,1350.0,3,85.0,3,23
4124,Hennur Road,1590.0,3,96.5,3,103
4125,others,1286.0,3,67.0,3,245
4126,others,1141.0,2,40.0,2,245
4127,Shivaji Nagar,1554.0,3,130.0,2,214
4128,Harlur,1749.0,3,112.0,3,98
4129,others,1140.0,2,45.0,2,245
4130,Bommenahalli,1632.0,3,128.0,4,54
4131,Ramamurthy Nagar,1000.0,2,41.0,3,202
4132,others,1065.0,2,58.0,2,245
4133,Haralur Road,1520.0,2,96.0,3,97
4134,Bisuvanahalli,1075.0,2,43.0,3,50
4135,Gubbalala,1539.0,2,52.36,3,90
4136,Sector 7 HSR Layout,1342.0,2,115.0,2,211
4137,HBR Layout,1004.0,2,49.0,2,94
4138,Ramagondanahalli,1295.0,2,95.0,2,201
4139,Thanisandra,1098.0,2,74.0,2,223
4140,Kothanur,1070.0,2,45.5,2,155
4141,Hosa Road,1016.0,2,40.0,2,108
4142,Bellandur,1450.0,3,68.0,3,44
4143,Yelahanka,654.0,1,37.0,1,241
4144,Yelachenahalli,1080.0,2,38.0,2,240
4145,Vijayanagar,1046.0,2,75.0,2,235
4146,Domlur,1950.0,3,165.0,3,76
4147,Bhoganhalli,1610.0,3,84.53,3,47
4148,Doddakallasandra,2493.0,3,115.0,3,73
4149,Ramagondanahalli,1151.0,2,50.5,2,201
4150,Electronic City,1125.0,2,58.0,2,79
4151,Kammasandra,992.0,2,25.79,2,134
4152,1st Block Jayanagar,1000.0,3,60.0,2,1
4153,Bommanahalli,1850.0,3,90.0,3,51
4154,Harlur,1174.0,2,75.0,2,98
4155,Hebbal,2661.0,2,226.5,3,99
4156,Sultan Palaya,1100.0,2,45.0,2,220
4157,Raja Rajeshwari Nagar,1095.0,2,38.33,2,198
4158,others,1082.0,2,42.0,3,245
4159,Uttarahalli,1350.0,2,47.24,3,230
4160,Kadugodi,1314.0,2,78.0,2,125
4161,others,1290.0,2,40.63,2,245
4162,Kaggadasapura,1010.0,2,55.0,2,126
4163,Shivaji Nagar,2200.0,2,110.0,2,214
4164,others,1636.0,3,97.0,3,245
4165,9th Phase JP Nagar,1050.0,2,39.0,2,10
4166,Haralur Road,1520.0,2,125.0,3,97
4167,5th Phase JP Nagar,2500.0,5,110.0,5,6
4168,Sarjapur  Road,1067.0,2,60.0,2,208
4169,NRI Layout,1060.0,2,35.0,2,178
4170,Bommasandra,955.0,2,35.28,2,52
4171,Anekal,700.0,1,19.4,2,19
4172,Kanakpura Road,1366.0,2,83.0,2,136
4173,Electronic City,1090.0,2,35.03,2,79
4174,Jigani,1250.0,3,58.0,3,121
4175,Electronics City Phase 1,950.0,2,33.0,2,81
4176,Yelahanka,1250.0,2,40.0,2,241
4177,Hennur Road,1445.0,2,105.0,3,103
4178,Vijayanagar,606.0,1,40.0,1,235
4179, Devarachikkanahalli,1170.0,2,40.0,2,0
4180,Marathahalli,1205.0,2,75.0,2,170
4181,Dommasandra,1153.0,2,43.5,2,77
4182,Vijayanagar,1200.0,2,62.0,2,235
4183,others,1450.0,3,42.0,3,245
4184,Budigere,1139.0,2,60.0,2,56
4185,Green Glen Layout,1530.0,3,105.0,3,89
4186,Electronic City,1575.0,3,101.0,3,79
4187,Whitefield,650.0,1,25.0,1,239
4188,others,1120.0,2,40.0,2,245
4189,Akshaya Nagar,1700.0,3,80.0,3,13
4190,Varthur,1090.0,2,48.0,2,231
4191,Akshaya Nagar,1897.0,4,93.0,3,13
4192,others,1200.0,3,72.0,3,245
4193,Thanisandra,1437.0,2,71.13,2,223
4194,Ambedkar Nagar,1856.0,3,120.0,3,15
4195,others,1500.0,2,65.0,3,245
4196,Hennur Road,1036.0,2,59.45,2,103
4197,Mico Layout,1125.0,2,40.0,2,173
4198,Uttarahalli,1320.0,2,55.44,3,230
4199,Electronic City,660.0,1,16.0,2,79
4200,Marathahalli,1730.0,3,110.0,3,170
4201,Talaghattapura,1804.0,3,115.0,3,222
4202,Thanisandra,1795.0,3,140.0,3,223
4203,7th Phase JP Nagar,1050.0,2,50.0,2,8
4204,Dasarahalli,2100.0,3,120.0,3,69
4205,Rayasandra,1199.0,2,48.5,3,203
4206,others,1100.0,2,47.0,2,245
4207,others,1000.0,1,75.0,2,245
4208,Kanakapura,1254.0,2,70.0,3,135
4209,Electronics City Phase 1,940.0,2,49.0,2,81
4210,BTM 2nd Stage,1280.0,2,80.0,2,26
4211,Whitefield,2155.0,3,125.0,4,239
4212,Sarjapur  Road,3200.0,5,140.0,5,208
4213,Kasavanhalli,4260.0,4,272.0,4,139
4214,Hebbal,1255.0,2,95.0,3,99
4215,others,1388.0,3,69.99,3,245
4216,others,905.0,1,52.0,1,245
4217,others,1176.0,2,44.0,2,245
4218,Uttarahalli,1390.0,2,61.16,3,230
4219,Sahakara Nagar,1160.0,2,55.0,2,204
4220,Seegehalli,2800.0,4,140.0,4,212
4221,Marathahalli,1583.0,3,115.0,3,170
4222,Jigani,1252.0,3,63.0,3,121
4223,Bannerghatta Road,1350.0,2,51.0,3,38
4224,Gottigere,1075.0,2,30.0,2,88
4225,Hosa Road,972.0,2,40.0,2,108
4226,Bannerghatta Road,1486.0,3,83.22,3,38
4227,others,4830.0,5,390.0,4,245
4228,others,850.0,2,75.0,2,245
4229,Sarjapur  Road,2383.0,5,215.0,4,208
4230,Naganathapura,1103.0,2,55.0,2,179
